uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
O60282	KIF5C_HUMAN	Kinesin heavy chain isoform 5C (Kinesin heavy chain neuron-specific 2)	Homo sapiens	KIF5C	NKHC2,KIAA0531,KIF5C	1	0	1	0	0	0	1	
Q9BW19	KIFC1_HUMAN	Kinesin-like protein KIFC1 (Kinesin-like protein 2) (Kinesin-related protein HSET)	Homo sapiens	KIFC1	KNSL2,HSET,KIFC1	2	0	1	0	0	0	2	
P33176	KINH_HUMAN	Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)	Homo sapiens	KIF5B	KNS1,KNS,KIF5B	2	0	2	0	0	0	2	
Q6UWL6	KIRR2_HUMAN	Kin of IRRE-like protein 2 (Kin of irregular chiasm-like protein 2) (Nephrin-like protein 3)	Homo sapiens	KIRREL2	UNQ5827/PRO19646,NEPH3,KIRREL2	1	0	1	0	0	0	2	
Q07866	KLC1_HUMAN	Kinesin light chain 1 (KLC 1)	Homo sapiens	KLC1	KNS2,KLC,KLC1	2	0	2	0	0	0	2	
Q9BXK1	KLF16_HUMAN	Krueppel-like factor 16 (Basic transcription element-binding protein 4) (BTE-binding protein 4) (Novel Sp1-like zinc finger transcription factor 2) (Transcription factor BTEB4) (Transcription factor NSLP2)	Homo sapiens	KLF16	NSLP2,BTEB4,KLF16	2	0	1	0	0	0	2	
Q8NBE8	KLH23_HUMAN	Kelch-like protein 23	Homo sapiens	KLHL23	KLHL23	1	0	1	0	0	0	2	
B7ZC32	KIF28_HUMAN	Kinesin-like protein KIF28P (Kinesin-like protein 6)	Homo sapiens	KIF28P	KIF28P,KLP6	1	0	1	0	0	0	1	
Q93100	KPBB_HUMAN	Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta)	Homo sapiens	PHKB	PHKB	2	0	1	0	0	0	2	
P17252	KPCA_HUMAN	Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13)	Homo sapiens	PRKCA	PRKACA,PKCA,PRKCA	2	0	2	0	0	0	2	
O94806	KPCD3_HUMAN	Serine/threonine-protein kinase D3 (EC 2.7.11.13) (Protein kinase C nu type) (Protein kinase EPK2) (nPKC-nu)	Homo sapiens	PRKD3	PRKCN,EPK2,PRKD3	2	0	1	0	0	0	2	
P05129	KPCG_HUMAN	Protein kinase C gamma type (PKC-gamma) (EC 2.7.11.13)	Homo sapiens	PRKCG	PKCG,PRKCG,RP11	2	0	2	0	0	0	3	
P11801	KPSH1_HUMAN	Serine/threonine-protein kinase H1 (EC 2.7.11.1) (Protein serine kinase H1) (PSK-H1)	Homo sapiens	PSKH1	PSKH1	0	0	0	1	1	1	2	3
P14618	KPYM_HUMAN	Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (p58)	Homo sapiens	PKM	PKM2,PK3,PK2,OIP3,PKM	14	3	8	0	0	0	5	474
P30613	KPYR_HUMAN	Pyruvate kinase PKLR (EC 2.7.1.40) (Pyruvate kinase 1) (Pyruvate kinase isozymes L/R) (R-type/L-type pyruvate kinase) (Red cell/liver pyruvate kinase)	Homo sapiens	PKLR	PKL,PK1,PKLR	1	0	1	0	0	0	1	
Q13601	KRR1_HUMAN	KRR1 small subunit processome component homolog (HIV-1 Rev-binding protein 2) (KRR-R motif-containing protein 1) (Rev-interacting protein 1) (Rip-1)	Homo sapiens	KRR1	HRB2,KRR1	1	0	1	0	0	0	1	
O76011	KRT34_HUMAN	Keratin, type I cuticular Ha4 (Hair keratin, type I Ha4) (Keratin-34) (K34)	Homo sapiens	KRT34	KRTHA4,HKA4,HHA4,KRT34	1	0	1	0	0	0	1	
Q14533	KRT81_HUMAN	Keratin, type II cuticular Hb1 (Hair keratin K2.9) (Keratin, hair, basic, 1) (Keratin-81) (K81) (Metastatic lymph node 137 gene protein) (MLN 137) (Type II hair keratin Hb1) (Type-II keratin Kb21) (ghHKb1) (ghHb1)	Homo sapiens	KRT81	MLN137,KRTHB1,KRT81	1	0	1	0	0	0	1	
P78385	KRT83_HUMAN	Keratin, type II cuticular Hb3 (Hair keratin K2.10) (Keratin-83) (K83) (Type II hair keratin Hb3) (Type-II keratin Kb23)	Homo sapiens	KRT83	KRTHB3,KRT83	1	0	1	0	0	0	1	
Q9NSB2	KRT84_HUMAN	Keratin, type II cuticular Hb4 (Keratin-84) (K84) (Type II hair keratin Hb4) (Type-II keratin Kb24)	Homo sapiens	KRT84	KRTHB4,KRT84	1	0	1	0	0	0	1	
P78386	KRT85_HUMAN	Keratin, type II cuticular Hb5 (Hair keratin K2.12) (Keratin-85) (K85) (Type II hair keratin Hb5) (Type-II keratin Kb25)	Homo sapiens	KRT85	KRTHB5,KRT85	1	0	1	0	0	0	1	
O43790	KRT86_HUMAN	Keratin, type II cuticular Hb6 (Hair keratin K2.11) (Keratin-86) (K86) (Type II hair keratin Hb6) (Type-II keratin Kb26)	Homo sapiens	KRT86	KRTHB6,KRT86	1	0	1	0	0	0	1	
O76009	KT33A_HUMAN	Keratin, type I cuticular Ha3-I (Hair keratin, type I Ha3-I) (Keratin-33A) (K33A)	Homo sapiens	KRT33A	KRTHA3A,HKA3A,HHA3-I,KRT33A	1	0	1	0	0	0	1	
Q14525	KT33B_HUMAN	Keratin, type I cuticular Ha3-II (Hair keratin, type I Ha3-II) (Keratin-33B) (K33B)	Homo sapiens	KRT33B	KRTHA3B,HKA3B,HHA3-II,KRT33B	1	0	1	0	0	0	1	
Q8N6L1	KTAP2_HUMAN	Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	Homo sapiens	KRTCAP2	KCP2,KRTCAP2	3	0	2	0	0	0	4	
P23919	KTHY_HUMAN	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	Homo sapiens	DTYMK	TYMK,TMPK,CDC8,DTYMK	1	0	1	0	0	0	2	
Q96EK9	KTI12_HUMAN	Protein KTI12 homolog	Homo sapiens	KTI12	SBBI81,KTI12	1	2	1	0	0	0	3	103,107
Q86UP2	KTN1_HUMAN	Kinectin (CG-1 antigen) (Kinesin receptor)	Homo sapiens	KTN1	KIAA0004,CG1,KTN1	1	0	1	0	0	0	1	
Q16719	KYNU_HUMAN	Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase)	Homo sapiens	KYNU	KYNU	1	1	1	0	0	0	3	327
P32004	L1CAM_HUMAN	Neural cell adhesion molecule L1 (N-CAM-L1) (NCAM-L1) (CD antigen CD171)	Homo sapiens	L1CAM	MIC5,CAML1,L1CAM	1	0	1	0	0	0	1	
Q15334	L2GL1_HUMAN	Lethal(2) giant larvae protein homolog 1 (LLGL) (DLG4) (Hugl-1) (Human homolog to the D-lgl gene protein)	Homo sapiens	LLGL1	HUGL1,HUGL,DLG4,LLGL1	1	0	1	0	0	0	1	
Q9H9P8	L2HDH_HUMAN	L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2) (Duranin)	Homo sapiens	L2HGDH	C14orf160,L2HGDH	2	0	1	0	0	0	2	
Q6GTX8	LAIR1_HUMAN	Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (hLAIR1) (CD antigen CD305)	Homo sapiens	LAIR1	CD305,LAIR1	1	0	1	0	0	0	2	
Q16787	LAMA3_HUMAN	Laminin subunit alpha-3 (Epiligrin 170 kDa subunit) (E170) (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha)	Homo sapiens	LAMA3	LAMNA,LAMA3	1	0	1	0	0	0	1	
Q16363	LAMA4_HUMAN	Laminin subunit alpha-4 (Laminin-14 subunit alpha) (Laminin-8 subunit alpha) (Laminin-9 subunit alpha)	Homo sapiens	LAMA4	LAMA4	1	0	1	0	0	0	1	
O15230	LAMA5_HUMAN	Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha)	Homo sapiens	LAMA5	KIAA1907,KIAA0533,LAMA5	1	0	1	0	0	0	1	
P07942	LAMB1_HUMAN	Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta)	Homo sapiens	LAMB1	LAMB1	1	0	1	0	0	0	1	
P55268	LAMB2_HUMAN	Laminin subunit beta-2 (Laminin B1s chain) (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta)	Homo sapiens	LAMB2	LAMS,LAMB2	1	0	1	0	0	0	1	
Q13751	LAMB3_HUMAN	Laminin subunit beta-3 (Epiligrin subunit bata) (Kalinin B1 chain) (Kalinin subunit beta) (Laminin B1k chain) (Laminin-5 subunit beta) (Nicein subunit beta)	Homo sapiens	LAMB3	LAMNB1,LAMB3	1	0	1	0	0	0	1	
P11047	LAMC1_HUMAN	Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma)	Homo sapiens	LAMC1	LAMB2,LAMC1	1	0	1	0	0	0	1	
P11279	LAMP1_HUMAN	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a)	Homo sapiens	LAMP1	LAMP1	4	0	3	0	0	0	3	
P13473	LAMP2_HUMAN	Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b)	Homo sapiens	LAMP2	LAMP2	1	0	1	0	0	0	2	
Q9UQV4	LAMP3_HUMAN	Lysosome-associated membrane glycoprotein 3 (LAMP-3) (Lysosomal-associated membrane protein 3) (DC-lysosome-associated membrane glycoprotein) (DC LAMP) (Protein TSC403) (CD antigen CD208)	Homo sapiens	LAMP3	TSC403,DCLAMP,LAMP3	1	1	1	0	0	0	3	408
O43813	LANC1_HUMAN	Glutathione S-transferase LANCL1 (EC 2.5.1.18) (40 kDa erythrocyte membrane protein) (p40) (LanC-like protein 1)	Homo sapiens	LANCL1	GPR69A,LANCL1	1	0	1	0	0	0	2	
P42166	LAP2A_HUMAN	Lamina-associated polypeptide 2, isoform alpha (Thymopoietin isoform alpha) (TP alpha) (Thymopoietin-related peptide isoform alpha) (TPRP isoform alpha) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]	Homo sapiens	TMPO	LAP2,TMPO	3	0	2	0	0	0	3	
P42167	LAP2B_HUMAN	Lamina-associated polypeptide 2, isoforms beta/gamma (Thymopoietin, isoforms beta/gamma) (TP beta/gamma) (Thymopoietin-related peptide isoforms beta/gamma) (TPRP isoforms beta/gamma) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]	Homo sapiens	TMPO	LAP2,TMPO	6	0	3	0	0	0	3	
Q96RT1	ERBIN_HUMAN	Erbin (Densin-180-like protein) (Erbb2-interacting protein) (Protein LAP2)	Homo sapiens	ERBIN	LAP2,KIAA1225,ERBIN,ERBB2IP	36	18	7	2	2	1	5	14,16
Q15012	LAP4A_HUMAN	Lysosomal-associated transmembrane protein 4A (Golgi 4-transmembrane-spanning transporter MTP)	Homo sapiens	LAPTM4A	UNQ1846/PRO3574,MTRP,MBNT,LAPTM4,KIAA0108,LAPTM4A	8	4	5	0	0	0	4	19,20,22,23
Q86VI4	LAP4B_HUMAN	Lysosomal-associated transmembrane protein 4B (Lysosome-associated transmembrane protein 4-beta)	Homo sapiens	LAPTM4B	PSEC0001,LAPTM4B	3	4	1	0	0	0	3	
Q13571	LAPM5_HUMAN	Lysosomal-associated transmembrane protein 5 (Lysosomal-associated multitransmembrane protein 5) (Retinoic acid-inducible E3 protein)	Homo sapiens	LAPTM5	KIAA0085,LAPTM5	1	0	1	0	0	0	1	
Q6PKG0	LARP1_HUMAN	La-related protein 1 (La ribonucleoprotein domain family member 1)	Homo sapiens	LARP1	LARP,KIAA0731,LARP1	5	0	2	0	0	0	3	
Q14847	LASP1_HUMAN	LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50)	Homo sapiens	LASP1	MLN50,LASP1	2	0	2	0	0	0	2	
Q01650	LAT1_HUMAN	Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter)	Homo sapiens	SLC7A5	MPE16,LAT1,CD98LC,SLC7A5	7	0	4	0	0	0	4	
Q9UHI5	LAT2_HUMAN	Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (hLAT2) (Solute carrier family 7 member 8)	Homo sapiens	SLC7A8	LAT2,SLC7A8	2	0	2	0	0	0	1	
O43561	LAT_HUMAN	Linker for activation of T-cells family member 1 (36 kDa phospho-tyrosine adapter protein) (pp36) (p36-38)	Homo sapiens	LAT	LAT	4	0	3	5	6	4	3	26,29
Q6UX15	LAYN_HUMAN	Layilin	Homo sapiens	LAYN	UNQ208/PRO234,LAYN	1	0	1	0	0	0	2	
P05455	LA_HUMAN	Lupus La protein (La autoantigen) (La ribonucleoprotein) (Sjoegren syndrome type B antigen) (SS-B)	Homo sapiens	SSB	SSB	3	0	3	0	0	0	2	
Q14739	LBR_HUMAN	Delta(14)-sterol reductase (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (LMN2R) (Lamin-B receptor) (Sterol C14-reductase)	Homo sapiens	LBR	LBR	6	0	3	0	0	0	4	
Q9Y383	LC7L2_HUMAN	Putative RNA-binding protein Luc7-like 2	Homo sapiens	LUC7L2	CGI-74,CGI-59,LUC7L2	5	0	3	0	0	0	4	
O95232	LC7L3_HUMAN	Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1)	Homo sapiens	LUC7L3	O48,CROP,CREAP1,LUC7L3	4	0	2	0	0	0	4	
Q9UIQ6	LCAP_HUMAN	Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Insulin-regulated membrane aminopeptidase) (Insulin-responsive aminopeptidase) (IRAP) (Oxytocinase) (OTase) (Placental leucine aminopeptidase) (P-LAP) [Cleaved into: Leucyl-cystinyl aminopeptidase, pregnancy serum form]	Homo sapiens	LNPEP	OTASE,LNPEP	13	1	9	0	0	0	4	103
P06239	LCK_HUMAN	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	Homo sapiens	LCK	LCK	6	0	5	8	1	7	4	5
Q6UWP7	LCLT1_HUMAN	Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (Acyl-CoA:lysocardiolipin acyltransferase 1)	Homo sapiens	LCLAT1	UNQ1849/PRO3579,LYCAT,ALCAT1,AGPAT8,LCLAT1	2	0	1	0	0	0	2	
Q6ZMR3	LDH6A_HUMAN	L-lactate dehydrogenase A-like 6A (EC 1.1.1.27)	Homo sapiens	LDHAL6A	LDHL2,LDHAL6A	1	1	1	0	0	0	3	163
P00338	LDHA_HUMAN	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)	Homo sapiens	LDHA	PIG19,LDHA	12	7	6	0	0	0	5	163,131
P07195	LDHB_HUMAN	L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27) (LDH heart subunit) (LDH-H) (Renal carcinoma antigen NY-REN-46)	Homo sapiens	LDHB	LDHB	8	1	6	0	0	0	5	164
P07864	LDHC_HUMAN	L-lactate dehydrogenase C chain (LDH-C) (EC 1.1.1.27) (Cancer/testis antigen 32) (CT32) (LDH testis subunit) (LDH-X)	Homo sapiens	LDHC	LDHX,LDH3,LDHC	1	1	1	0	0	0	3	163
P09382	LEG1_HUMAN	Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1)	Homo sapiens	LGALS1	LGALS1	8	4	6	0	0	0	5	61,43,3,17
P47929	LEG7_HUMAN	Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein)	Homo sapiens	LGALS7B	LGALS7B,PIG1;,LGALS7	1	0	1	0	0	0	1	
Q8NC56	LEMD2_HUMAN	LEM domain-containing protein 2 (hLEM2)	Homo sapiens	LEMD2	LEMD2	2	0	2	0	0	0	2	
Q96PV6	LENG8_HUMAN	Leukocyte receptor cluster member 8	Homo sapiens	LENG8	KIAA1932,LENG8	2	0	1	0	0	0	2	
O95214	LERL1_HUMAN	Leptin receptor overlapping transcript-like 1 (Endospanin-2)	Homo sapiens	LEPROTL1	UNQ577/PRO1139,My047,LEPROTL1	3	2	2	0	0	0	4	66
O95202	LETM1_HUMAN	Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1)	Homo sapiens	LETM1	LETM1	8	0	5	0	0	0	4	
P19256	LFA3_HUMAN	Lymphocyte function-associated antigen 3 (Ag3) (Surface glycoprotein LFA-3) (CD antigen CD58)	Homo sapiens	CD58	LFA3,CD58	3	0	2	0	0	0	3	
Q969X1	LFG3_HUMAN	Protein lifeguard 3 (Protein RECS1 homolog) (Transmembrane BAX inhibitor motif-containing protein 1)	Homo sapiens	TMBIM1	PSEC0158,PP1201,RECS1,LFG3,TMBIM1	3	0	3	0	0	0	3	
Q08380	LG3BP_HUMAN	Galectin-3-binding protein (Basement membrane autoantigen p105) (Lectin galactoside-binding soluble 3-binding protein) (Mac-2-binding protein) (MAC2BP) (Mac-2 BP) (Tumor-associated antigen 90K)	Homo sapiens	LGALS3BP	M2BP,LGALS3BP	1	0	1	0	0	0	1	
Q04760	LGUL_HUMAN	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	Homo sapiens	GLO1	GLO1	1	0	1	0	0	0	2	
Q9Y693	LHPL6_HUMAN	LHFPL tetraspan subfamily member 6 protein (Lipoma HMGIC fusion partner)	Homo sapiens	LHFPL6	LHFP,LHFPL6	3	0	2	0	0	0	2	
Q6ZUX7	LHPL2_HUMAN	LHFPL tetraspan subfamily member 2 protein (Lipoma HMGIC fusion partner-like 2 protein)	Homo sapiens	LHFPL2	KIAA0206,LHFPL2	3	1	3	0	0	0	3	226
Q9H400	LIME1_HUMAN	Lck-interacting transmembrane adapter 1 (Lck-interacting membrane protein) (Lck-interacting molecule)	Homo sapiens	LIME1	LP8067,LIME,LIME1	2	0	1	0	0	0	3	
P53667	LIMK1_HUMAN	LIM domain kinase 1 (LIMK-1) (EC 2.7.11.1)	Homo sapiens	LIMK1	LIMK,LIMK1	0	0	0	1	2	1	2	7,8
P48059	LIMS1_HUMAN	LIM and senescent cell antigen-like-containing domain protein 1 (Particularly interesting new Cys-His protein 1) (PINCH-1) (Renal carcinoma antigen NY-REN-48)	Homo sapiens	LIMS1	PINCH1,PINCH,LIMS1	2	0	1	0	0	0	2	
P43034	LIS1_HUMAN	Platelet-activating factor acetylhydrolase IB subunit alpha (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)	Homo sapiens	PAFAH1B1	PAFAHA,MDS,MDCR,LIS1,PAFAH1B1	3	0	1	0	0	0	3	
Q99732	LITAF_HUMAN	Lipopolysaccharide-induced tumor necrosis factor-alpha factor (LPS-induced TNF-alpha factor) (Small integral membrane protein of lysosome/late endosome) (p53-induced gene 7 protein)	Homo sapiens	LITAF	SIMPLE,PIG7,LITAF	1	1	1	0	0	0	3	137
P09960	LKHA4_HUMAN	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase)	Homo sapiens	LTA4H	LTA4,LTA4H	4	0	3	0	0	0	2	
Q9H0V9	LMA2L_HUMAN	VIP36-like protein (Lectin mannose-binding 2-like) (LMAN2-like protein)	Homo sapiens	LMAN2L	UNQ368/PRO704,PSEC0028,VIPL,LMAN2L	1	0	1	0	0	0	1	
P49257	LMAN1_HUMAN	Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Gp58) (Intracellular mannose-specific lectin MR60) (Lectin mannose-binding 1)	Homo sapiens	LMAN1	F5F8D,ERGIC53,LMAN1	2	0	2	0	0	0	2	
Q12907	LMAN2_HUMAN	Vesicular integral-membrane protein VIP36 (Glycoprotein GP36b) (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36)	Homo sapiens	LMAN2	C5orf8,LMAN2	3	0	3	0	0	0	2	
Q9NUN5	LMBD1_HUMAN	Probable lysosomal cobalamin transporter (HDAg-L-interacting protein NESI) (LMBR1 domain-containing protein 1) (Nuclear export signal-interacting protein)	Homo sapiens	LMBRD1	MSTP044,CD001,BM-021,NESI,C6orf209,LMBRD1	4	0	3	0	0	0	3	
Q68DH5	LMBD2_HUMAN	LMBR1 domain-containing protein 2	Homo sapiens	LMBRD2	LMBRD2	1	1	1	0	0	0	3	552
Q96JM7	LMBL3_HUMAN	Lethal(3)malignant brain tumor-like protein 3 (H-l(3)mbt-like protein 3) (L(3)mbt-like protein 3) (MBT-1)	Homo sapiens	L3MBTL3	MBT1,KIAA1798,L3MBTL3	1	0	1	0	0	0	1	
Q9BU23	LMF2_HUMAN	Lipase maturation factor 2 (Transmembrane protein 112B) (Transmembrane protein 153)	Homo sapiens	LMF2	TMEM153,TMEM112B,LMF2	10	1	4	0	0	0	4	659
P02545	LMNA_HUMAN	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	Homo sapiens	LMNA	LMN1,LMNA	11	4	4	0	0	0	5	522
P20700	LMNB1_HUMAN	Lamin-B1	Homo sapiens	LMNB1	LMNB,LMN2,LMNB1	6	0	4	0	0	0	4	
Q03252	LMNB2_HUMAN	Lamin-B2	Homo sapiens	LMNB2	LMN2,LMNB2	2	0	2	0	0	0	1	
Q8WWI1	LMO7_HUMAN	LIM domain only protein 7 (LMO-7) (F-box only protein 20) (LOMP)	Homo sapiens	LMO7	KIAA0858,FBXO20,FBX20,LMO7	1	0	1	0	0	0	2	
Q8IWU2	LMTK2_HUMAN	Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 2) (Brain-enriched kinase) (hBREK) (CDK5/p35-regulated kinase) (CPRK) (Kinase/phosphatase/inhibitor 2) (Lemur tyrosine kinase 2) (Serine/threonine-protein kinase KPI-2)	Homo sapiens	LMTK2	LMR2,KPI2,KIAA1079,BREK,AATYK2,LMTK2	2	0	1	0	0	0	3	
Q9H9Z2	LN28A_HUMAN	Protein lin-28 homolog A (Lin-28A) (Zinc finger CCHC domain-containing protein 1)	Homo sapiens	LIN28A	ZCCHC1,LIN28,CSDD1,LIN28A	2	0	1	0	0	0	2	
Q9C0E8	LNP_HUMAN	Endoplasmic reticulum junction formation protein lunapark (ER junction formation factor lunapark)	Homo sapiens	LNPK	KIAA1715,LNP,LNPK	1	0	1	0	0	0	1	
P36776	LONM_HUMAN	Lon protease homolog, mitochondrial (EC 3.4.21.53) (LONHs) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)	Homo sapiens	LONP1	PRSS15,LONP1	8	1	4	0	0	0	5	637
Q92633	LPAR1_HUMAN	Lysophosphatidic acid receptor 1 (LPA receptor 1) (LPA-1) (Lysophosphatidic acid receptor Edg-2)	Homo sapiens	LPAR1	LPA1,EDG2,LPAR1	1	0	1	0	0	0	2	
Q643R3	LPCT4_HUMAN	Lysophospholipid acyltransferase LPCAT4 (1-acylglycerol-3-phosphate O-acyltransferase 7) (1-AGP acyltransferase 7) (1-AGPAT 7) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (1-alkenylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.121) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acyltransferase-like 3) (Lysophosphatidylcholine acyltransferase 4) (Lysophosphatidylethanolamine acyltransferase 2) (EC 2.3.1.n7) (Plasmalogen synthase)	Homo sapiens	LPCAT4	LPEAT2,AYTL3,AGPAT7,LPCAT4	2	0	1	0	0	0	1	
Q9HAR2	AGRL3_HUMAN	Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)	Homo sapiens	ADGRL3	LEC3,KIAA0768,LPHN3,ADGRL3	1	0	1	0	0	0	1	
O14494	PLPP1_HUMAN	Phospholipid phosphatase 1 (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 1) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a)	Homo sapiens	PLPP1	LPP1,PPAP2A,PLPP1	2	0	1	0	0	0	2	
P42704	LPPRC_HUMAN	Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)	Homo sapiens	LRPPRC	LRP130,LRPPRC	7	0	5	0	0	0	4	
A6NHZ5	LR14B_HUMAN	Leucine-rich repeat-containing protein 14B	Homo sapiens	LRRC14B	LRRC14B	1	0	1	0	0	0	2	
O15165	LRAD4_HUMAN	Low-density lipoprotein receptor class A domain-containing protein 4	Homo sapiens	LDLRAD4	C18orf1,LDLRAD4	1	0	1	0	0	0	1	
P50851	LRBA_HUMAN	Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein) (CDC4-like protein)	Homo sapiens	LRBA	LBA,CDC4L,BGL,LRBA	2	0	1	0	0	0	1	
Q8TF66	LRC15_HUMAN	Leucine-rich repeat-containing protein 15 (Leucine-rich repeat protein induced by beta-amyloid homolog) (hLib)	Homo sapiens	LRRC15	LIB,LRRC15	2	2	1	0	0	0	3	39,453
